Game,Release date,Price,Owners,Developer(s),Publisher(s),Owners_min,Owners_max,Owners_min_text,Owners_max_text
Kawaii Girl 2,2020-08-28,1.99,"0 .. 20,000",MoeGame,HyperStar Group,0.00E+00,2.00E+04,0,20.0K
Villa's Blinds,2022-01-27,14.99,"0 .. 20,000","Çamlıca GameLab, Neuron Entertainment",Neuron Entertainment,0.00E+00,2.00E+04,0,20.0K
Tennis Manager 2021,2021-09-07,19.99,"0 .. 20,000",Rebound CG,Rebound CG,0.00E+00,2.00E+04,0,20.0K
Ballad of Solar,2014-05-22,6.99,"0 .. 20,000",Alawar,ESDigital Games,0.00E+00,2.00E+04,0,20.0K
Krush Kill ‘N Destroy 2: Krossfire,1998-10-31,6.99,"0 .. 20,000",Beam Software,Ziggurat,0.00E+00,2.00E+04,0,20.0K
Frontline Zed,2019-10-03,11.99,"0 .. 20,000",Richard East,Volcanic Games,0.00E+00,2.00E+04,0,20.0K
ISOLAND3: Dust of the Universe,2020-03-17,2.0,"0 .. 20,000",Cotton Game,Cotton Game,0.00E+00,2.00E+04,0,20.0K
Victory Road,2020-03-10,19.99,"0 .. 20,000",Strange Journey,Strange Journey,0.00E+00,2.00E+04,0,20.0K
Swarm Queen,2017-12-19,7.49,"0 .. 20,000",Helmi Bastami,Helmi Bastami,0.00E+00,2.00E+04,0,20.0K
The Last Hex,2021-12-13,10.99,"0 .. 20,000",That Indie Studio,That Indie Studio,0.00E+00,2.00E+04,0,20.0K
Future Front(Idle Game),2023-03-27,2.99,"0 .. 20,000",数即万物,数即万物,0.00E+00,2.00E+04,0,20.0K
Pure Chess Grandmaster Edition,2016-09-09,15.99,"0 .. 20,000",Ripstone,Ripstone,0.00E+00,2.00E+04,0,20.0K
Drone Swarm,2020-10-20,24.99,"0 .. 20,000",stillalive studios,astragon Entertainment,0.00E+00,2.00E+04,0,20.0K
Sudoku Zenkai,2018-04-02,3.99,"0 .. 20,000",ImaginationOverflow,ImaginationOverflow,0.00E+00,2.00E+04,0,20.0K
Decisive Campaigns: Barbarossa,2015-11-24,49.99,"0 .. 20,000",VR Designs,Slitherine Ltd.,0.00E+00,2.00E+04,0,20.0K
Tethered,2017-02-27,18.99,"0 .. 20,000",Secret Sorcery Limited,Secret Sorcery Limited,0.00E+00,2.00E+04,0,20.0K
Under: Depths of Fear,2020-10-26,9.99,"0 .. 20,000",Globiss Interactive,"Rogue Games, Inc., Gamera Games",0.00E+00,2.00E+04,0,20.0K
Fast Food Manager,2021-04-16,14.99,"0 .. 20,000",Cyber Eye,Cyber Eye,0.00E+00,2.00E+04,0,20.0K
This Is the President,2021-12-06,14.99,"0 .. 20,000",SuperPAC,THQ Nordic,0.00E+00,2.00E+04,0,20.0K
Fire Commander,2022-07-27,14.99,"0 .. 20,000","Atomic Wolf, Pixel Crow Games",Movie Games S.A.,0.00E+00,2.00E+04,0,20.0K
Zoo Park,2014-06-13,1.99,"0 .. 20,000",Excalibur,Excalibur Publishing,0.00E+00,2.00E+04,0,20.0K
Raiders of the North Sea,2019-07-30,14.99,"0 .. 20,000",Dire Wolf,Dire Wolf,0.00E+00,2.00E+04,0,20.0K
Chaos Galaxy 2,2023-01-05,19.99,"0 .. 20,000",Han Zhiyu,ChaosGalaxyStudio,0.00E+00,2.00E+04,0,20.0K
One More Gate : A Wakfu Legend,2022-10-11,18.99,"0 .. 20,000",Ankama Studio,Ankama Games,0.00E+00,2.00E+04,0,20.0K
SHIPS AT WAR,2021-08-05,14.99,"0 .. 20,000",Golddorf Spieleentwicklung,Golddorf Spieleentwicklung,0.00E+00,2.00E+04,0,20.0K
love love love,2019-07-12,0.99,"0 .. 20,000",Tintin Game,Tintin Game,0.00E+00,2.00E+04,0,20.0K
《奇门遁甲》,2023-01-01,2.99,"0 .. 20,000",CSTG-小光,CSTG-小光,0.00E+00,2.00E+04,0,20.0K
Abalon (formerly Summoners Fate),2022-06-20,29.99,"0 .. 20,000","D20Studios, LLC","D20Studios, LLC, WhisperGames",0.00E+00,2.00E+04,0,20.0K
International Basketball Manager 22,2021-12-16,24.99,"0 .. 20,000",UPLAY Basketball,UPLAY Online,0.00E+00,2.00E+04,0,20.0K
Bone's Cafe,2022-10-29,14.99,"0 .. 20,000",Acute Owl Studio,Acute Owl Studio,0.00E+00,2.00E+04,0,20.0K
TribeXR DJ School,2019-03-25,29.99,"0 .. 20,000",TribeXR Inc.,TribeXR Inc.,0.00E+00,2.00E+04,0,20.0K
Yolo Space Hacker,2020-12-24,24.99,"0 .. 20,000",BKNLab,BKNLab,0.00E+00,2.00E+04,0,20.0K
Tenderfoot Tactics,2020-10-21,24.99,"0 .. 20,000","Badru, Michael Bell, Isa Hutchinson, Taylor Thomas, Zoe Vartanian, Madison Pathe",Ice Water Games,0.00E+00,2.00E+04,0,20.0K
Axis Football 2023,2022-09-07,19.99,"0 .. 20,000",Axis Games,Axis Games,0.00E+00,2.00E+04,0,20.0K
Farmtale,2020-04-13,4.99,"0 .. 20,000",Titanforged Entertainment,Titanforged Entertainment,0.00E+00,2.00E+04,0,20.0K
Kittypocalypse,2016-08-15,14.99,"0 .. 20,000",Bolverk Games,Bolverk Games,0.00E+00,2.00E+04,0,20.0K
JJBoom,2018-09-12,4.99,"0 .. 20,000",Meggic,Meggic,0.00E+00,2.00E+04,0,20.0K
At Home Alone II,2019-08-09,1.99,"0 .. 20,000",阿正不经,0Cube,0.00E+00,2.00E+04,0,20.0K
Football Club Simulator - FCS #21,2020-06-19,9.95,"0 .. 20,000",Dinamic Games,FX Interactive,0.00E+00,2.00E+04,0,20.0K
SiNKR 2,2019-05-09,3.99,"0 .. 20,000",Robert Wahler,Wahler Digital,0.00E+00,2.00E+04,0,20.0K
Catizens,2022-08-17,17.77,"0 .. 20,000",badopticsgames,HeroCraft PC,0.00E+00,2.00E+04,0,20.0K
3 Minute Heroes,2021-11-17,19.99,"0 .. 20,000",Sinkhole Studio,Sinkhole Studio,0.00E+00,2.00E+04,0,20.0K
Minnano Gensokyo Single,2021-12-31,6.99,"0 .. 20,000",妖怪山地下实验室,老紫妈活动中心,0.00E+00,2.00E+04,0,20.0K
Ancient Gods,2022-08-03,7.99,"0 .. 20,000",Hexpion,Hexpion,0.00E+00,2.00E+04,0,20.0K
Ord.,2019-06-05,1.99,"0 .. 20,000","Mujo Games, Stuffed Wombat",Mujo Games,0.00E+00,2.00E+04,0,20.0K
Dream House Days DX,2022-03-27,6.29,"0 .. 20,000","Kairosoft Co.,Ltd","Kairosoft Co.,Ltd",0.00E+00,2.00E+04,0,20.0K
Grim Realms,2021-10-12,9.99,"0 .. 20,000",Edym Pixels,Edym Pixels,0.00E+00,2.00E+04,0,20.0K
Gaia Project,2021-05-31,24.99,"0 .. 20,000",DIGIDICED,DIGIDICED,0.00E+00,2.00E+04,0,20.0K
Star Command Galaxies,2015-09-17,14.99,"0 .. 20,000",Warballoon,Warballoon,0.00E+00,2.00E+04,0,20.0K
Istanbul: Digital Edition,2018-10-18,11.99,"0 .. 20,000",Acram Digital,Acram Digital,0.00E+00,2.00E+04,0,20.0K
Mad Experiments: Escape Room,2020-04-16,14.99,"0 .. 20,000",PlayTogether Studio,PlayTogether Studio,0.00E+00,2.00E+04,0,20.0K
Sexy Jigsaw | 性感拼图 | 섹시 퍼즐 | セクシーなパズル,2018-08-24,3.99,"0 .. 20,000",ZOV GAME STUDIO,ZOV GAME STUDIO,0.00E+00,2.00E+04,0,20.0K
Devil's Deck,2022-03-24,14.99,"0 .. 20,000",Touch Times Studio,Touch Times Studio,0.00E+00,2.00E+04,0,20.0K
Gungrave G.O.R.E,2022-11-22,49.99,"0 .. 20,000","Iggymob Co.,Ltd",Prime Matter,0.00E+00,2.00E+04,0,20.0K
Poker Club,2020-11-20,19.99,"0 .. 20,000",Ripstone,Ripstone,0.00E+00,2.00E+04,0,20.0K
Wizards and Warlords,2020-09-25,14.99,"0 .. 20,000",Valravn Games,Valravn Games,0.00E+00,2.00E+04,0,20.0K
Kofi Quest: Alpha MOD,2020-01-28,19.99,"0 .. 20,000",Loftur Studio,Loftur Studio,0.00E+00,2.00E+04,0,20.0K
Gary Grigsby's War in the East 2,2021-12-10,79.99,"0 .. 20,000",2by3 Games,Slitherine Ltd.,0.00E+00,2.00E+04,0,20.0K
Music Band Manager,2017-12-06,7.99,"0 .. 20,000",Hamsters Gaming,Hamsters Gaming,0.00E+00,2.00E+04,0,20.0K
Carrier Battles 4 Guadalcanal - Pacific War Naval Warfare,2020-06-05,29.99,"0 .. 20,000","Avalon Digital, Cyril Jarnot",Avalon Digital,0.00E+00,2.00E+04,0,20.0K
The Bonfire 2: Uncharted Shores,2020-08-21,11.99,"0 .. 20,000",Xigma Games,Xigma Games,0.00E+00,2.00E+04,0,20.0K
Disgaea 6 Complete,2022-06-28,59.99,"0 .. 20,000","Nippon Ichi Software, Inc.","NIS America, Inc.",0.00E+00,2.00E+04,0,20.0K
12 Labours of Hercules VI: Race for Olympus (Platinum Edition),2016-12-21,2.99,"0 .. 20,000","Jetdogs Studios, Zoom Out Games",Jetdogs Studios,0.00E+00,2.00E+04,0,20.0K
The Catch: Carp & Coarse Fishing,2020-06-30,14.99,"0 .. 20,000",Dovetail Games,Dovetail Games – Fishing,0.00E+00,2.00E+04,0,20.0K
春秋,2022-06-02,17.99,"0 .. 20,000",weiqian,INDIECN,0.00E+00,2.00E+04,0,20.0K
POLE,2022-05-02,14.99,"0 .. 20,000","Iuvenis Studios, Mobul Tek LLC","Iuvenis Studios, Mobul Tek LLC",0.00E+00,2.00E+04,0,20.0K
Dino Nest,2022-04-28,14.99,"0 .. 20,000",Raptor Claw Games,Raptor Claw Games,0.00E+00,2.00E+04,0,20.0K
Franchise Hockey Manager 7,2020-12-16,19.99,"0 .. 20,000","Out of the Park Developments, Minos Games",Out of the Park Developments,0.00E+00,2.00E+04,0,20.0K
The Wild Age,2020-02-04,12.99,"0 .. 20,000",McMagic Productions,McMagic Productions,0.00E+00,2.00E+04,0,20.0K
Endless Furry Killer 2020,2020-09-23,0.49,"0 .. 20,000",Tegridy Made Games,Tegridy Made Games,0.00E+00,2.00E+04,0,20.0K
fox soldier,2022-04-15,14.99,"0 .. 20,000","yousoi, sadboy",Yousoi,0.00E+00,2.00E+04,0,20.0K
Colony Siege,2020-09-07,6.99,"0 .. 20,000",Finifugal Games,Finifugal Games,0.00E+00,2.00E+04,0,20.0K
Epic Tavern,2017-09-13,24.99,"0 .. 20,000",Hyperkinetic Studios,Epic Tavern Holdings,0.00E+00,2.00E+04,0,20.0K
Sumerians,2020-12-02,14.99,"0 .. 20,000",Decumanus Games,Decumanus Games,0.00E+00,2.00E+04,0,20.0K
Blood Card 2: Dark Mist,2021-04-16,14.99,"0 .. 20,000",Pixel Cattle Games,Pixel Cattle Games,0.00E+00,2.00E+04,0,20.0K
Traditional Chinese Medicine Simulator,2021-07-28,19.99,"0 .. 20,000",曲波,曲波,0.00E+00,2.00E+04,0,20.0K
Alek - The Lost Kingdom,2021-01-16,19.99,"0 .. 20,000",Jessy Lemieux,Blackmyers Studio,0.00E+00,2.00E+04,0,20.0K
Sexy Fitness Girl,2020-04-16,1.99,"0 .. 20,000",Tintin Game,Tintin Game,0.00E+00,2.00E+04,0,20.0K
Approaching Infinity,2020-08-05,14.99,"0 .. 20,000",IBOLOGY LLC,IBOLOGY LLC,0.00E+00,2.00E+04,0,20.0K
Girl Jigsaw,2021-04-29,0.99,"0 .. 20,000",Cartoon Game,Cartoon Game,0.00E+00,2.00E+04,0,20.0K
Active DBG: Brave's Rage,2023-02-01,15.29,"0 .. 20,000",ISVR,Astrolabe Games,0.00E+00,2.00E+04,0,20.0K
Fairy Biography2：Confidante,2022-11-23,2.99,"0 .. 20,000",Lovely Games,Lovely Games,0.00E+00,2.00E+04,0,20.0K
Jaws Of Extinction,2019-05-23,19.99,"0 .. 20,000",KYE Creations,Forthright Entertainment,0.00E+00,2.00E+04,0,20.0K
Exodus Borealis,2021-11-18,19.99,"0 .. 20,000",Smug Marmot Studios,Smug Marmot Studios,0.00E+00,2.00E+04,0,20.0K
VenusBlood HOLLOW International,2022-01-06,44.99,"0 .. 20,000","Ninetail, Dualtail","JAST USA, Kagura Games (Chinese Version)",0.00E+00,2.00E+04,0,20.0K
Ninja Village,2022-05-22,6.29,"0 .. 20,000","Kairosoft Co.,Ltd","Kairosoft Co.,Ltd",0.00E+00,2.00E+04,0,20.0K
Goblins of Elderstone,2018-01-09,24.99,"0 .. 20,000","Outerdawn, Lost Goblin",Outerdawn,0.00E+00,2.00E+04,0,20.0K
宝石少女/Girl & Gem Magic,2023-03-30,1.99,"0 .. 20,000",Twilight Sonata Studio,Twilight Sonata Studio,0.00E+00,2.00E+04,0,20.0K
How to Build a Magnificent Kingdom,2022-08-26,24.99,"0 .. 20,000",Irisfield,Kagura Games,0.00E+00,2.00E+04,0,20.0K
Fantastic Contraption,2016-04-05,19.99,"0 .. 20,000","Northway Games, Radial Games Corp",Northway Games,0.00E+00,2.00E+04,0,20.0K
Monster Girls and the Mysterious Adventure 2,2022-08-26,24.99,"0 .. 20,000",NEKOTOKAGE GAMES,NEKOTOKAGE GAMES,0.00E+00,2.00E+04,0,20.0K
Chromosome Evil,2022-03-24,14.99,"0 .. 20,000",S.C. 16 BIT NIGHTS S.R.L.,S.C. 16 BIT NIGHTS S.R.L.,0.00E+00,2.00E+04,0,20.0K
Cat Lady - The Card Game,2019-12-12,3.99,"0 .. 20,000",Nomad Games,Nomad Games,0.00E+00,2.00E+04,0,20.0K
Bastide,2020-02-26,10.99,"0 .. 20,000",MedievalNexus,MedievalNexus,0.00E+00,2.00E+04,0,20.0K
Hogs of War,2000-11-03,5.29,"0 .. 20,000","Infogrames Entertainment SA, Gremlin Interactive",Alternative Software Ltd.,0.00E+00,2.00E+04,0,20.0K
Close Combat: The Bloody First,2019-10-03,19.99,"0 .. 20,000",Slitherine Ltd.,Slitherine Ltd.,0.00E+00,2.00E+04,0,20.0K
Castle Must Be Mine,2018-07-13,15.99,"0 .. 20,000",TheMiddleGray,TheMiddleGray,0.00E+00,2.00E+04,0,20.0K
Kingdom of Atham: Crown of the Champions,2022-01-07,19.99,"0 .. 20,000",Sofa Mauve Studio Inc.,Sofa Mauve Studio Inc.,0.00E+00,2.00E+04,0,20.0K
Tower Escape,2023-02-15,6.39,"0 .. 20,000",Final Screw,"Final Screw, IndieArk",0.00E+00,2.00E+04,0,20.0K
Submarine Titans,2020-03-18,4.99,"0 .. 20,000",Ellipse Studios,Strategy First,0.00E+00,2.00E+04,0,20.0K
Cossacks: Art of War,2002-03-31,1.24,"0 .. 20,000",GSC Game World,GSC World Publishing,0.00E+00,2.00E+04,0,20.0K
The Operational Art of War IV,2018-10-15,39.99,"0 .. 20,000",TrickeySoft LLC,Slitherine Ltd.,0.00E+00,2.00E+04,0,20.0K
AutoChess of Gensokyo,2021-08-28,15.99,"0 .. 20,000",MyACG Studio,MyACG Studio,0.00E+00,2.00E+04,0,20.0K
Candy Disaster - Tower Defense,2021-11-12,9.79,"0 .. 20,000",ACE Entertainment,"ACE Entertainment, Erabit",0.00E+00,2.00E+04,0,20.0K
Shokuo Shoujo,2021-01-07,12.99,"0 .. 20,000",BBQ大好き,Seikei Production,0.00E+00,2.00E+04,0,20.0K
Hot And Lovely 2,2020-03-26,1.19,"0 .. 20,000",Lovely Games,Lovely Games,0.00E+00,2.00E+04,0,20.0K
Royal Alchemist,2020-04-30,19.99,"0 .. 20,000",Nifty Visuals,Nifty Productions,0.00E+00,2.00E+04,0,20.0K
Vertical Slice: A Game Dev Story,2021-06-24,9.99,"0 .. 20,000",DarkKnight,2P Games,0.00E+00,2.00E+04,0,20.0K
Third Front: WWII,2018-04-06,7.99,"0 .. 20,000",Hamsters Gaming,Hamsters Gaming,0.00E+00,2.00E+04,0,20.0K
Freshly Frosted,2022-06-10,9.99,"0 .. 20,000",The Quantum Astrophysicists Guild,The Quantum Astrophysicists Guild,0.00E+00,2.00E+04,0,20.0K
Help Me!,2021-08-20,17.99,"0 .. 20,000",UnicON,UnicON,0.00E+00,2.00E+04,0,20.0K
Sagrada,2020-03-31,9.99,"0 .. 20,000",Dire Wolf,Dire Wolf,0.00E+00,2.00E+04,0,20.0K
Deck Hunter,2019-05-30,9.99,"0 .. 20,000",L_Draven,L_Draven,0.00E+00,2.00E+04,0,20.0K
Dead Grid,2022-03-24,9.99,"0 .. 20,000",ATOM VOID,ATOM VOID,0.00E+00,2.00E+04,0,20.0K
Black Closet,2015-09-16,19.99,"0 .. 20,000",Hanako Games,Hanako Games,0.00E+00,2.00E+04,0,20.0K
Puppy Cross,2020-02-11,4.99,"0 .. 20,000",DIMANCHE CORP.,DIMANCHE CORP.,0.00E+00,2.00E+04,0,20.0K
Super Bullet Break,2022-08-12,19.99,"0 .. 20,000",BeXide Inc.,PQube,0.00E+00,2.00E+04,0,20.0K
天师,2022-01-04,8.99,"0 .. 20,000",明枭网络,明枭网络,0.00E+00,2.00E+04,0,20.0K
DUSK '82: ULTIMATE EDITION,2021-10-22,6.99,"0 .. 20,000",David Szymanski,New Blood Interactive,0.00E+00,2.00E+04,0,20.0K
Spacelines from the Far Out,2022-06-09,14.99,"0 .. 20,000",Coffeenauts,Skystone Games,0.00E+00,2.00E+04,0,20.0K
建筑吧公司,2022-04-27,4.99,"0 .. 20,000",北村群童工作室,BD Games,0.00E+00,2.00E+04,0,20.0K
Fated Kingdom,2019-11-04,9.99,"0 .. 20,000",GameLiberty,GameLiberty,0.00E+00,2.00E+04,0,20.0K
Hotel Magnate,2021-10-05,24.99,"0 .. 20,000",Arcade Oven,Crytivo,0.00E+00,2.00E+04,0,20.0K
The Sushi Spinnery,2022-05-22,8.99,"0 .. 20,000","Kairosoft Co.,Ltd","Kairosoft Co.,Ltd",0.00E+00,2.00E+04,0,20.0K
富甲天下3,2023-01-05,7.99,"0 .. 20,000","T-Time Technology CO., LTD.","T-Time Technology CO., LTD.",0.00E+00,2.00E+04,0,20.0K
Loot River,2022-05-03,24.99,"0 .. 20,000",straka.studio,"straka.studio, SUPERHOT PRESENTS",0.00E+00,2.00E+04,0,20.0K
Nitro Kid,2022-10-18,19.99,"0 .. 20,000",Wildboy Studios,tinyBuild,0.00E+00,2.00E+04,0,20.0K
Metal as Phuk,2017-07-13,2.49,"0 .. 20,000",Crankage Games,Crankage Games,0.00E+00,2.00E+04,0,20.0K
Royal Heroes,2016-03-16,9.99,"0 .. 20,000",Badim,Meridian4,0.00E+00,2.00E+04,0,20.0K
Embark,2019-04-18,24.99,"0 .. 20,000",Overly Complicated Games,Overly Complicated Games,0.00E+00,2.00E+04,0,20.0K
Everdell,2022-07-28,19.99,"0 .. 20,000",Dire Wolf,Dire Wolf,0.00E+00,2.00E+04,0,20.0K
Masterplan Tycoon,2023-03-09,9.99,"0 .. 20,000",Bureau Bravin,"Ravenage Games, Doyoyo Games",0.00E+00,2.00E+04,0,20.0K
Just Deserts,2016-07-25,9.99,"0 .. 20,000",Vifth Floor,Sekai Project,0.00E+00,2.00E+04,0,20.0K
Ero Manager,2022-03-11,2.09,"0 .. 20,000",Lovely Games,Lovely Games,0.00E+00,2.00E+04,0,20.0K
Live the Life,2020-09-16,19.99,"0 .. 20,000",One Man Behind,One Man Behind,0.00E+00,2.00E+04,0,20.0K
Crest - an indirect god sim,2018-03-08,9.99,"0 .. 20,000",Eat Create Sleep,Eat Create Sleep,0.00E+00,2.00E+04,0,20.0K
大明王朝1789 | Ming dynasty 1789,2020-06-15,9.99,"0 .. 20,000",Long Qi  Software Technology,Long Qi  Software Technology,0.00E+00,2.00E+04,0,20.0K
Pro Wrestling Sim,2021-03-29,19.99,"0 .. 20,000",Pro Wrestling Sim,Pro Wrestling Sim,0.00E+00,2.00E+04,0,20.0K
TransPlan,2015-06-08,2.99,"0 .. 20,000",Kittehface Software,Kittehface Software,0.00E+00,2.00E+04,0,20.0K
For The Warp,2022-03-28,14.99,"0 .. 20,000",Massive Galaxy Studios,Massive Galaxy Studios,0.00E+00,2.00E+04,0,20.0K
Quarantine,2017-02-09,9.99,"0 .. 20,000",Sproing,505 Games,0.00E+00,2.00E+04,0,20.0K
DUAL GEAR,2020-07-28,19.99,"0 .. 20,000","Orbital Speed Studio Co.,Ltd.","Orbital Speed Studio Co.,Ltd.",0.00E+00,2.00E+04,0,20.0K
Football Coach: College Dynasty,2022-12-11,11.99,"0 .. 20,000",Coach Apps,Coach Apps,0.00E+00,2.00E+04,0,20.0K
Egyptian Senet,2015-08-21,0.39,"0 .. 20,000",Ezzat Studios,Ezzat Studios,0.00E+00,2.00E+04,0,20.0K
Puff Town,2021-09-29,1.99,"0 .. 20,000",Cartoon Game,Cartoon Game,0.00E+00,2.00E+04,0,20.0K
Armored Brigade,2018-11-15,39.99,"0 .. 20,000",Veitikka Studios,Slitherine Ltd.,0.00E+00,2.00E+04,0,20.0K
Afterinfection,2022-02-02,4.49,"0 .. 20,000",RePatrick21,RePatrick21,0.00E+00,2.00E+04,0,20.0K
Spirits of the Hellements - TD,2022-04-28,11.99,"0 .. 20,000",Hippo Rider,Hippo Rider,0.00E+00,2.00E+04,0,20.0K
I'm on Observation Duty 2,2020-03-23,2.99,"0 .. 20,000",Notovia,Notovia,0.00E+00,2.00E+04,0,20.0K
篱笆庄秘闻 / Mysteries of Fence,2017-07-27,3.99,"0 .. 20,000",橙光游戏,橙光游戏,0.00E+00,2.00E+04,0,20.0K
Learning Factory,2021-02-18,14.99,"0 .. 20,000",Luden.io,Luden.io,0.00E+00,2.00E+04,0,20.0K
纸境英雄 Papercraft,2019-04-11,17.99,"0 .. 20,000",Overture,"Shenzhen Tanyu Interactive Entertainment Co., Ltd.",0.00E+00,2.00E+04,0,20.0K
Dungeons of Aether,2023-02-28,14.99,"0 .. 20,000","Dan Fornace, ampersandbear",Dan Fornace,0.00E+00,2.00E+04,0,20.0K
Franchise Hockey Manager 6,2019-10-11,19.99,"0 .. 20,000","Out of the Park Developments, Minos Games",Out of the Park Developments,0.00E+00,2.00E+04,0,20.0K
Castle Morihisa,2022-02-10,5.24,"0 .. 20,000",Smokingbear Studio,Thermite Games,0.00E+00,2.00E+04,0,20.0K
Card Quest,2017-11-07,6.69,"0 .. 20,000",WinterSpring Games,WinterSpring Games,0.00E+00,2.00E+04,0,20.0K
Airmen,2017-07-25,14.99,"0 .. 20,000",Airborne Games,Airborne Games,0.00E+00,2.00E+04,0,20.0K
The Troop,2021-12-21,39.99,"0 .. 20,000",Giant Flame,PLA Studios,0.00E+00,2.00E+04,0,20.0K
Putin Life,2019-11-13,0.99,"0 .. 20,000",PutinDevTeam,ObamaObeziana Entertainment,0.00E+00,2.00E+04,0,20.0K
HammerHelm,2021-04-29,14.99,"0 .. 20,000",SuperSixStudios,SOEDESCO,0.00E+00,2.00E+04,0,20.0K
Kardboard Kings: Card Shop Simulator,2022-02-10,14.99,"0 .. 20,000","Henry's House, Oscar Brittain, Rob Gross",Akupara Games,0.00E+00,2.00E+04,0,20.0K
Kingdom Wars 2: Definitive Edition,2019-07-09,9.99,"0 .. 20,000",Reverie World Studios,Reverie World Studios,0.00E+00,2.00E+04,0,20.0K
Lost In Fantaland,2022-09-26,11.19,"0 .. 20,000",Supernature Studio,Supernature Studio,0.00E+00,2.00E+04,0,20.0K
Quarantineer,2021-12-27,9.99,"0 .. 20,000",Papaonn,Papaonn,0.00E+00,2.00E+04,0,20.0K
NationWar2:Chronicle,2020-12-10,15.99,"0 .. 20,000",Yiming,Yiming,0.00E+00,2.00E+04,0,20.0K
Aeon's End,2019-09-17,14.99,"0 .. 20,000",Handelabra Games Inc.,Handelabra Games Inc.,0.00E+00,2.00E+04,0,20.0K
Final Upgrade,2022-12-06,19.99,"0 .. 20,000",TaosX,TaosX,0.00E+00,2.00E+04,0,20.0K
Rivalry,2016-01-22,2.99,"0 .. 20,000",Kew McParlane,My64K,0.00E+00,2.00E+04,0,20.0K
Crystal Story II,2015-02-06,2.99,"0 .. 20,000",Emmanuel Salva Cruz,Emmanuel Salva Cruz,0.00E+00,2.00E+04,0,20.0K
Dummynation,2022-04-15,11.99,"0 .. 20,000",Alejandro Hernández Ferrero,Alejandro Hernández Ferrero,0.00E+00,2.00E+04,0,20.0K
Terroir,2017-09-20,7.99,"0 .. 20,000",General Interactive Co.,General Interactive Co.,0.00E+00,2.00E+04,0,20.0K
Hex of Steel,2020-03-05,24.99,"0 .. 20,000",Valentin Lievre,Valentin Lievre,0.00E+00,2.00E+04,0,20.0K
Yao-Guai Hunter,2023-04-03,15.99,"0 .. 20,000",MòGames,"MòGames, MyACG Studio",0.00E+00,2.00E+04,0,20.0K
Tank Warfare: Tunisia 1943,2017-05-01,39.99,"0 .. 20,000",Graviteam,Strategy First,0.00E+00,2.00E+04,0,20.0K
FISHERY,2019-09-26,19.99,"0 .. 20,000",Lilou Studio,Lilou Studio,0.00E+00,2.00E+04,0,20.0K
The True Love Rings,2023-01-17,1.99,"0 .. 20,000",No.25,No.25,0.00E+00,2.00E+04,0,20.0K
Strategic Command WWII: War in Europe,2017-06-06,39.99,"0 .. 20,000",Fury Software,Slitherine Ltd.,0.00E+00,2.00E+04,0,20.0K
众生,2018-02-28,14.99,"0 .. 20,000",边境游戏工作室,边境游戏工作室,0.00E+00,2.00E+04,0,20.0K
Strategic Command: World War I,2019-12-05,39.99,"0 .. 20,000",Fury Software,Slitherine Ltd.,0.00E+00,2.00E+04,0,20.0K
ABRISS - build to destroy,2022-04-14,16.99,"0 .. 20,000",Randwerk,Randwerk,0.00E+00,2.00E+04,0,20.0K
Galaxy Squad,2019-07-15,9.99,"0 .. 20,000",Kazakov Oleg,Kazakov Oleg,0.00E+00,2.00E+04,0,20.0K
Brigand: Oaxaca,2017-07-11,6.99,"0 .. 20,000","Brian Lancaster, Laughing Coyote Software","Brian Lancaster, Laughing Coyote Software",0.00E+00,2.00E+04,0,20.0K
Diary of Lucie,2023-02-24,9.74,"0 .. 20,000",Parange Project,Parange Project,0.00E+00,2.00E+04,0,20.0K
Fhtagn Simulator,2022-10-21,6.39,"0 .. 20,000",锁眼工作室,INDIECN,0.00E+00,2.00E+04,0,20.0K
Erannorth Reborn,2019-10-17,17.99,"0 .. 20,000",Spyridon Thalassinos,Spyridon Thalassinos,0.00E+00,2.00E+04,0,20.0K
[Chilla's Art] Inunaki Tunnel | 犬鳴トンネル,2019-11-19,2.99,"0 .. 20,000",Chilla's Art,Chilla's Art,0.00E+00,2.00E+04,0,20.0K
Mystic Vale,2019-01-31,12.99,"0 .. 20,000",Nomad Games,Nomad Games,0.00E+00,2.00E+04,0,20.0K
Townsmen VR,2022-03-24,39.99,"0 .. 20,000",HandyGames,HandyGames,0.00E+00,2.00E+04,0,20.0K
Perfect Crime,2019-08-30,9.49,"0 .. 20,000","Skeleton, GuGong",Darkness Development,0.00E+00,2.00E+04,0,20.0K
A Gay's Life,2019-11-20,2.99,"0 .. 20,000",橙光游戏,橙光游戏,0.00E+00,2.00E+04,0,20.0K
Evolution Board Game,2019-02-12,14.99,"0 .. 20,000",North Star Digital Studios,North Star Games,0.00E+00,2.00E+04,0,20.0K
Dream Engines: Nomad Cities,2021-07-14,29.99,"0 .. 20,000",Suncrash,"Suncrash, Gamera Games",0.00E+00,2.00E+04,0,20.0K
War Room,2020-11-17,29.99,"0 .. 20,000","Binge Gaming OU, Wastelands Interactive",Binge Gaming OU,0.00E+00,2.00E+04,0,20.0K
Lakeview Cabin 2,2020-10-30,9.99,"0 .. 20,000",Roope Tamminen,Roope Tamminen,0.00E+00,2.00E+04,0,20.0K
Second Front,2023-01-31,34.99,"0 .. 20,000",Hexdraw,MicroProse Software,0.00E+00,2.00E+04,0,20.0K
